Marcas,Nombre,Precio normal,Descripción corta,Categorías,Valor(es) del atributo 5
Jordan,Air Jordan 5 Retro SE Oregon,,"Air Jordan 5 Retro SE Oregon rinde homenaje a los Oregon Ducks, Jordan celebra el 30 aniversario del legendario quinto zapato exclusivo de Michael Jordan en 2020.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 Retro SE Oregon,1870,,,
,Off-White Ow Logo Dogo Jacket - Stone,4160,,,
Jordan,Air Jordan 3 Retro SE Animal Instinct 2,,Las zapatillas Air Jordan 3 Retro SE Animal Instinct 2 para hombre fue diseñado por primera vez en 1988 por el legendario Tinker Hatfield.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 3"
,Air Jordan 3 Retro SE Animal Instinct 2,1340,,,
Jordan,Womens Air Jordan 1 Retro High Tie Dye,,"Air Jordan 5 Retro SE Oregon rinde homenaje a los Oregon Ducks, Jordan celebra el 30 aniversario del legendario quinto zapato exclusivo de Michael Jordan en 2020.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Womens Air Jordan 1 Retro High Tie Dye,1750,,,
Adidas,Adidas Yeezy 700 V3 Arzareth,,Adidas Yeezy 700 V3 Azareth es una combinación de colores emocionante de la tercera versión del zapato de estilo de vida grueso de adidas y Kanye West.,"Hombres > Zapatillas, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Hombres, Novedades, Zapatillas > Yeezy, Zapatillas","Yeezy, Yeezy 700"
,Adidas Yeezy 700 V3 Arzareth,2130,,,
Adidas,Adidas Superstar Sean Wotherspoon Superearth,,Sean Wotherspoon x Adidas Superstar SuperEarth es la primera colaboración del curador vintage con Adidas que se lanzó en agosto de 2020.,"Hombres > Zapatillas, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Hombres, Novedades, Zapatillas",Adidas Superstar
,Adidas Superstar Sean Wotherspoon Superearth,1070,,,
Jordan,Air Jordan 5 Retro Alternate Bel-Air,,Air Jordan 5 Retro Alternate Bel-Air (también conocido como Ghost Green) recuerda el codiciado colorway Bel-Air del quinto zapato exclusivo de Michael Jordan.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 Retro Alternate Bel-Air,1720,,,
Jordan,Air Jordan 5 Retro Satin Bred,,Air Jordan 5 Satin es un cambio de imagen premium del quinto zapato exclusivo de Michael Jordan que se lanzó durante el otoño de 2018.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 Retro Satin Bred,2690,,,
Off-White,Off-White Drowning crewneck jumper,,"La polera Off-White Drowning crewneck jumper para hombre Confeccionado en una mezcla de algodón blanco y negro, este jersey con logo bordado de Off-White seguramente te ayudará a pasar el día con estilo.","Hombres, Ropa Streetwear > Poleras, Ropa Streetwear",
,Off-White Drowning crewneck jumper - Black,7488,,,
Off-White,Off-White Persian Fantasy knitted jumper,,La polera Off-White Persian Fantasy knitted jumper para hombre cuenta con un patrón de colores y el motivo característico de las flechas en la parte trasera.,"Hombres, Ropa Streetwear > Poleras, Ropa Streetwear",
,Off-White Persian Fantasy knitted jumper - Black,5280,,,
Off-White,Off-White Barrel Worker Hoodie,,La polera Off-White Barrel Worker Hoodie para hombre es una marca de moda arraigada en la cultura actual a un nivel de gusto particular hasta ahora.,"Hombres, Ropa Streetwear > Poleras, Ropa Streetwear",
,Off-White Barrel Worker Hoodie - Black,3280,,,
Off-White,Off-White leaf-print cotton hoodie,,La polera Off-White leaf-print cotton hoodie para hombre es una marca de moda arraigada en la cultura actual a un nivel de gusto particular hasta ahora,"Hombres, Ropa Streetwear > Poleras, Ropa Streetwear",
,Off-White leaf-print cotton hoodie - Black,3130,,,
Off-White,Off-White Hand Painters Slim Sweatpant,,El Pantalón Off-White Hand Painters Slim Sweatpant para hombre es una marca de moda arraigada en la cultura actual a un nivel de gusto particular hasta ahora.,"Hombres, Ropa Streetwear > Pantalones & Jeans, Ropa Streetwear",
,Off-White Hand Painters Slim Sweatpant - Black,2399,,,
Off-White,Off-White Hand Painters Backpack,2979,La Mochila Off-White Hand Painters Backpack para hombre es una marca de moda arraigada en la cultura actual a un nivel de gusto particular hasta ahora.,Mochilas,
Off-White,Off-White Ow Logo Tote,2979,El bolso Off-White Ow Logo Tote para hombre es una marca de moda arraigada en la cultura actual a un nivel de gusto particular hasta ahora.,Mochilas,
Off-White,Off-White Harry The Bunny Knit Crewneck,,La polera Off-White Harry The Bunny Knit Crewneck para hombre es una marca de moda arraigada en la cultura actual a un nivel de gusto particular hasta ahora.,"Hombres, Ropa Streetwear > Poleras, Ropa Streetwear",
,Off-White Harry The Bunny Knit Crewneck - Black,3799,,,
Jordan,Air Jordan 13 Retro White Lucky Green,,"Air Jordan 13 Lucky Green se basa favorablemente en los colores del uniforme del equipo de uno de los rivales más feroces de Michael Jordan durante su carrera como jugador, los Boston Celtics.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 13"
,Air Jordan 13 Retro White Lucky Green,1540,,,
Bape,Bape Shark Souvenir jacket,,"La casaca Bape Shark Souvenir jacket para hombre que combina una tela cálida, un atrevido bloqueo de color y costuras caídas en los hombros para un ajuste cómodo y relajado.","Hombres, Ropa Streetwear > Casacas, Ropa Streetwear",
,Bape Shark Souvenir jacket - Black,3199,,,
Jordan,Womens Air Jordan 6 Retro Tech Chrome,,"Air Jordan 6 Retro Tech Chrome hecho exclusivamente para la atleta femenina, esta versión del AJ6 incorpora elementos de material premium que rara vez se ven en los Jordans clásicos.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 6"
,Womens Air Jordan 6 Retro Tech Chrome,1240,,,
Jordan,Air Jordan 11 Low IE Black Cement,,"Air Jordan 11 Low IE Black Cement incluye avances pioneros tanto en rendimiento como en estilo. Algunas de las variaciones de la silueta son más famosas que otras, pero ya es hora de que las Low I.E. para conseguir su turno en el centro de atención.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 11"
,Air Jordan 11 Low IE Black Cement,1370,,,
Nike,Nike Blazer Mid 77 LX,,Las zapatillas Nike Blazer Mid 77 LX aprovecha el aspecto de la vieja escuela de Nike b-ball.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike SB Blazer
Jordan,Air Jordan 12 Retro Black Dark Concord,,Air Jordan 12 Dark Concord es una combinación de colores del ciclo de lanzamiento de las vacaciones de 2020 de la marca Jordan que recuerda las combinaciones de colores exclusivas para jugadores clásicos de la década de 2000.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 12"
,Air Jordan 12 Retro Black Dark Concord,1999,,,
Jordan,Air Jordan 1 Retro High Tokyo Bio Hack,,Air Jordan 1 High Bio Hack es un nuevo y atrevido colorway del primer zapato exclusivo de Michael Jordan que se asemeja vagamente a una colaboración especial en la historia de la marca Jordan.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Retro High Tokyo Bio Hack,1890,,,
Jordan,Womens Air Jordan 1 Retro High Lucky Green,,Air Jordan 1 Lucky Green para mujer es un colorway especial para mujer que reconoce la actuación de 63 puntos de Michael Jordan contra los Boston Celtics durante un partido de la NBA de 1986.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Womens Air Jordan 1 Retro High Lucky Green,1770,,,
Jordan,Air Jordan 3 Retro Fragment,,Fragment Design x Air Jordan 3 es una colaboración entre el estudio de diseño de Hiroshi Fujiwara y Jordan Brand en el tercer zapato exclusivo de Michael Jordan.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 3"
,Air Jordan 3 Retro Fragment,2303,,,
Jordan,Air Jordan 3 Retro Varsity Royal Cement,,Air Jordan 3 Blue Cement es un atractivo colorway no original del tercer zapato exclusivo de Michael Jordan que se lanzó en el otoño de 2020.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 3"
,Air Jordan 3 Retro Varsity Royal Cement,1430,,,
Jordan,Air Jordan 4 Retro Union Off Noir,,Air Jordan 4 Retro Off Noir DC9533-001 es una de las dos combinaciones de colores deseables producidas exclusivamente para la boutique de Los Ángeles y la colaboración de verano de 2020 de Jordan Brand.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Air Jordan 4 Retro Union Off Noir,4550,,,
Jordan,Air Jordan 4 Retro PSG Paris Saint Germain,,"<span title="""">Air Jordan 4 PSG Paris Saint Germain es una colaboración deseable entre el club de fútbol europeo y la marca Jordan en el cuarto calzado exclusivo de Michael Jordan.</span>","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Air Jordan 4 Retro PSG Paris Saint Germain,2590,,,
Nike Sb,Nike SB Dunk Low Travis Scott Regular Box,,Las zapatillas Nike SB Dunk Low Travis Scott Regular Box es la primera colaboración de la superestrella del rap con la huella de skate de Nike en el venerado modelo Dunk.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike SB Dunk Low Travis Scott Regular Box,10720,,,
Nike Sb,Nike Air Rubber Dunk Off-White Green Strike,,"Off-White x Nike Air Rubber Dunk Green Strike es una silueta creada por Virgil Abloh y Nike que se inspira en las Nike SB Dunk y P-6000. Un lanzamiento de otoño de 2020, el Air Rubber Dunk es una versión nueva del venerable modelo Dunk que incorpora elementos de la herencia de rendimiento de Nike.","Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas > Off-White, Zapatillas > Off-White, Hombres > Zapatillas, Zapatillas","Nike SB Dunk low, Off-White"
,Nike Air Rubber Dunk Off-White Green Strike,3030,,,
Adidas,Adidas Yeezy Boost 350 V2 Carbon,,"Adidas Yeezy Boost 350 V2 Carbon es otra combinación de colores deseable del árbol genealógico Yeezy 350 en constante crecimiento. Destacando del resto, el Yeezy Boost 350 V2 Carbon presenta una parte superior Primeknit predominantemente negra y gris con patrones contrastantes tejidos en el material.","Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 350"
,Adidas Yeezy Boost 350 V2 Carbon,1980,,,
Supreme,Supreme King Hooded Varsity Jacket,,La casaca Supreme King Hooded Varsity Jacket para hombre mezcla de lana con mangas de piel de vacuno y forro de raso acolchado. ,"Hombres, Ropa Streetwear > Casacas, Ropa Streetwear",
,Supreme King Hooded Varsity Jacket - Purple,3190,,,
,Supreme King Hooded Varsity Jacket - Black,3190,,,
,Supreme King Hooded Varsity Jacket - Red,3190,,,
Adidas,Adidas Yeezy Boost 350 V2 Yeezreel Non Reflective,,Adidas Yeezy Boost 350 V2 Yeezreel es la versión no reflectante del vibrante lanzamiento de finales de 2019.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 350"
,Adidas Yeezy Boost 350 V2 Yeezreel Non Reflective,1980,,,
Adidas,Adidas Yeezy Boost 350 V2 Cinder,,Adidas Yeezy Boost 350 V2 Yeezreel es la versión no reflectante del vibrante lanzamiento de finales de 2019.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 350"
,Adidas Yeezy Boost 350 V2 Cinder,2290,,,
Adidas,Adidas Yeezy 500 Bone White,,Adidas Yeezy 500 Bone White es una versión minimalista y refrescante de las zapatillas inspiradas en el baloncesto de los primeros años de adidas y Kanye West.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 500"
,Adidas Yeezy 500 Bone White,2830,,,
Adidas,Adidas Yeezy 500 Stone,,Adidas Yeezy 500 Stone es otra combinación de colores limpia y en tonos tierra de la zapatilla gruesa de Kanye West.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 500"
,Adidas Yeezy 500 Stone,2480,,,
Adidas,Adidas Yeezy Boost 380 Blue Oat,,Adidas Yeezy Boost 380 Blue Oat lanzado para el verano de 2020 es otra combinación de colores notable de la silueta evolutiva.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 380"
,Adidas Yeezy Boost 380 Blue Oat,1490,,,
Adidas,Adidas Yeezy Boost 380 Mist,,Adidas Yeezy Boost 380 Mist es una combinación de colores limpia y neutral de la zapatilla evolutiva de Kanye West.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 380"
,Adidas Yeezy Boost 380 Mist,1460,,,
Adidas,Adidas Yeezy 700 V3 Alvah,,Adidas Yeezy 700 V3 Alvah es el segundo colorway lanzado de la tercera versión de Kanye West del modelo 700.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 700"
,Adidas Yeezy 700 V3 Alvah,2290,,,
Adidas,Adidas Yeezy Boost 700 Inertia,,Adidas Yeezy Boost 700 Inertia es la cuarta combinación de colores lanzada de la popular zapatilla gruesa de Kanye West y adidas.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 700"
,Adidas Yeezy Boost 700 Inertia,3099,,,
Adidas,Adidas Yeezy Boost 700 Teal Blue,,Adidas Yeezya Boost 700 Teal Blue es una interpretación azul limpia y apagada del amado zapato de papá grueso de Kanye West.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 700"
,Adidas Yeezy Boost 700 Teal Blue,2899,,,
Adidas,Adidas Yeezy QNTM Teal Blue,,Adidas Yeezy QNTM Teal Blue es una combinación de colores atractiva de la silueta híbrida de baloncesto de alto rendimiento y estilo de vida de Kanye West.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy QNTM"
,Adidas Yeezy QNTM Teal Blue,1199,,,
Adidas,Adidas Yeezy QNTM,,Adidas Yeezy QNTM Quantum es la variación de estilo de vida del estilo característico de Kanye West inspirado en las siluetas de baloncesto de alto rendimiento.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy QNTM"
,Adidas Yeezy QNTM,1580,,,
Jordan,Air Jordan 6 Retro Travis Scott,,"<span title="""">Travis Scott x Air Jordan 6 marca la tercera vez que el rapero de fama mundial y la marca Jordan se asocian en un Air Jordan.</span>","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 6"
,Air Jordan 6 Retro Travis Scott,3670,,,
"Jordan, Off-White",Air Jordan 5 Retro Off White Black,,"<span title="""">Off-White x Air Jordan 5 es la versión de Virgil Abloh del quinto zapato exclusivo de Michael Jordan que incorpora el espíritu de diseño deconstruido del primero. </span>","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Hombres > Zapatillas > Off-White, Zapatillas > Off-White, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5, Off-White"
,Air Jordan 5 Retro Off White Black,5090,,,
Nike Sb,Nike SB Dunk Low Community Garden,,Nike SB Dunk Low Community Garden está inspirado en los jardines comunitarios en ciudades y complejos de apartamentos de todo el mundo.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike SB Dunk Low Community Garden,2299,,,
Nike,Nike Air VaporMax 2020 FK,,"Las zapatillas Nike Air VaporMax 2020 FK está hecho de al menos un 50% de contenido reciclado por peso. ¡Eso es mucha basura! Como parte del viaje de Nike hacia la reducción de nuestro impacto, estamos descubriendo nuevas formas de hacer un buen uso de nuestros residuos.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas, Zapatillas",Nike Air VaporMax
Jordan,Air Jordan 1 Retro High COJP Midnight Navy 2020,,"<span title="""">Air Jordan 1 High Co.Jp Midnight Navy es uno de los varios colores exclusivos que aparecieron originalmente en la célebre serie Concept Japan de Nike que regresó como un lanzamiento mundial en 2020.</span>","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Retro High COJP Midnight Navy 2020,1950,,,
Jordan,Air Jordan 1 Retro High Dark Mocha,,"<span title="""">Air Jordan 1 Dark Mocha progresa en la asociación de la silueta atemporal con los tonos tierra portátiles. </span>","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
